Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Recommended_Crop,Chemical/Component,Threshold,Disease,Affected Crops
23,39,22,29.25649321,81.97952224,6.86483915,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
5,45,21,28.36291385,88.00989267,6.487124217,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
22,37,20,27.62749466,86.49366929,6.605733068,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
40,51,17,28.66086349,86.12194568,6.860602782,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
27,56,20,29.2114218,87.11497805,6.41874299,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
31,40,22,29.40889385,86.16063492,6.365513634,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
38,36,21,28.02952623,84.8845732,6.556372966,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
6,37,17,28.08657178,80.35005927,6.760694228,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
6,47,18,29.16174608,80.28038146,6.715276663,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
24,44,17,29.8596912,80.03499648,6.666380512,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
25,59,19,29.06631494,83.6869203,6.626629798,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,56,21,27.38538997,88.66663953,6.702772465,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
8,45,18,27.93034941,85.42058715,7.011030515,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
19,39,17,29.2808618,81.8009244,6.890156495,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
39,37,15,28.9973145,83.78911515,6.821747052,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
33,37,19,27.92678579,86.5543196,7.183189922,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
26,54,17,28.5474135,88.9570454,6.27258822,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
21,51,15,29.36488409,89.1886954,6.679127482,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
22,54,20,28.56149805,83.63802195,6.689825155,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
29,45,16,28.43683487,87.91332682,6.583381939,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
4,40,21,28.79728147,80.45744422,6.725551062,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
10,37,22,28.7275267,89.12760359,7.069747814,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
4,44,19,27.95639663,83.52706038,6.921993878,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
20,45,17,28.17458662,83.69659318,6.770955317,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
23,45,23,28.77653519,86.69133979,6.983130466,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
25,48,21,28.438097,83.48991368,6.267684328,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
56,79,15,29.48439992,63.19915325,7.454532137,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,62,21,26.73433965,68.13999721,7.040056094,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
42,61,22,26.27274407,62.28814857,7.418650668,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
42,73,25,34.03679184,67.21113844,6.501869314,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
44,58,18,28.03644051,65.06601664,6.814410928,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
50,55,16,28.81460716,65.33538112,7.581442888,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
35,72,21,34.03619494,64.28791388,7.741418772,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
30,64,20,33.8642935,61.57072498,6.573531614,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
27,64,21,32.84213012,68.68401492,7.543804223,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
50,74,17,27.10053268,63.36085585,6.5408208,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
39,73,24,25.65842532,61.18235808,7.22405917,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
57,67,25,32.34744009,66.61452812,7.551364319,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
52,63,19,29.58949031,68.32176769,6.928898659,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
55,66,22,30.91219459,68.79427388,7.747775263,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
51,56,18,28.12787838,64.2097765,6.706505915,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
36,66,15,30.08545364,69.34811988,6.668238556,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
59,55,19,31.74379487,62.51007687,7.332375138,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
50,58,23,27.81326852,62.50460464,7.596802025,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
30,65,25,32.88733849,64.59457409,7.70650895,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
20,62,18,29.36358721,64.98742947,7.366542647,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
58,71,15,27.82592799,67.5861883,6.919243702,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,71,24,28.49538735,60.44848407,7.187721818,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
52,71,16,27.74274761,68.53997144,7.075886472,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
40,63,18,30.41588462,67.66323804,6.74441168,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
20,60,25,27.3254209,69.09047809,6.726469088,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
48,61,21,30.28496619,61.69295127,6.628264883,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
49,68,22,28.56840626,61.53278622,7.127064207,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
48,62,15,25.36586097,66.6379724,7.538631462,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
32,66,17,34.9466155,65.26774011,7.162357641,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
21,63,22,25.09737391,67.72837887,6.859409487,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
20,72,19,32.47648301,64.34848735,7.397190844,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,65,21,33.86351172,68.59232289,6.880245789,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
41,78,21,25.19857725,60.37332688,6.581313137,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
53,67,17,31.77681682,69.01852894,7.296972161,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
39,60,21,34.89814946,63.59948557,6.97297656,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
25,76,17,31.74105409,68.63525428,7.241148507,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
21,78,19,27.16159076,66.76017239,6.92009048,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
57,60,17,26.23773129,67.88521396,7.504608385,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
56,75,15,30.20157245,60.06534859,7.152272256,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
49,72,15,31.55846339,67.83563765,7.137004749,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
24,80,19,29.67892453,69.0854554,6.808041722,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
49,76,18,27.05365239,67.7017527,7.393631868,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
28,68,19,34.63880966,61.38597868,7.69950698,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
55,78,21,33.39438752,62.93692886,6.602888249,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
50,64,25,28.84079155,63.37230676,6.734447425,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
34,80,19,31.49338309,63.0563645,6.521217963,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
20,68,23,25.54960633,63.95425534,7.707332484,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
55,67,16,34.37329112,69.69366426,6.596719015,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
23,70,15,34.6008247,63.11296779,7.403623355,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
53,74,15,29.43463808,64.94329356,7.517097,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
26,67,16,29.10713092,67.90577375,7.17620823,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
33,80,22,28.57006111,65.71765781,6.593961761,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
37,79,19,27.54384835,69.3478631,7.143942758,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
33,75,21,33.04687968,68.93875631,6.690655045,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
22,55,20,33.95309131,69.96100028,7.423530351,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
20,68,17,30.11873003,60.11680815,6.578714843,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
43,68,20,29.57812712,66.17587668,7.497469256,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
44,76,22,27.26458947,68.01232937,7.775306272,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
34,60,16,31.35730791,64.24992106,7.322555223,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
21,72,17,31.52104732,66.55723677,7.580527339,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
25,68,19,29.39982732,64.25510719,7.108450121,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
41,62,15,29.38400259,64.14928485,7.358974541,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
28,65,23,28.38686534,61.88871127,7.405176138,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
35,64,15,28.47442276,63.53604453,6.500144962,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
52,58,16,30.64095781,61.14508627,7.167435834,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
58,75,25,25.25596239,61.36669662,7.261791753,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
34,66,19,32.97030511,60.18122078,7.586642101,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
52,70,16,33.66855394,66.60416867,7.534811833,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
23,57,19,32.83963757,67.99803573,7.251000789,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
42,58,25,27.45853567,62.90020977,6.513620918,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
37,62,17,25.68576704,69.84354028,7.121254928,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
44,75,22,30.0328403,64.14800537,7.574561547,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
21,80,20,28.20667264,68.27085245,7.350869792,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
56,76,16,28.27265858,61.18956161,7.513151076,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
29,76,15,28.5417236,64.2020154,7.025607706,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
43,61,20,26.87187036,61.61367264,6.804253866,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
55,60,15,32.79766751,68.77994074,7.163043872,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
44,63,15,26.42333018,64.51136845,7.338929556,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
29,67,21,29.79181107,63.38789228,6.621323612,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
47,63,16,27.44003279,67.10464369,6.661870999,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
40,68,17,34.1262979,65.14877461,7.733149554,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
58,61,15,30.94908189,64.23364112,7.402891666,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
41,74,18,28.75751783,61.02701476,6.599147298,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
58,79,17,27.24766491,66.10123083,7.04174124,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
27,62,24,28.63005477,66.770943,7.353876754,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
27,60,17,26.41768321,63.64698302,7.026795359,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
52,65,20,32.81705216,66.15665137,6.814301033,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
44,55,25,29.6321052,65.91359954,7.42160832,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
21,62,24,33.49077065,62.73317204,6.847382891,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
60,59,22,31.86847286,66.74217464,7.191522601,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
33,77,21,30.32992227,65.62971858,7.01285529,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
59,58,17,28.546224,66.31394098,7.368318809,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
29,63,17,30.02629908,67.88811637,7.26154329,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
59,63,18,31.65531175,60.13263713,6.52669158,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
29,70,15,30.33499674,63.54718862,6.872594461,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
58,73,16,33.36984395,65.67718163,6.874142175,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
55,77,22,31.4345059,62.99303471,7.76061831,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
42,79,23,27.71678273,63.29103387,6.781841984,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
44,77,21,32.63918668,61.3009051,7.326980454,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
38,62,25,32.7477393,67.77954584,7.453975408,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,76,15,28.05153602,63.49802189,7.604110177,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
13,61,22,19.44084326,63.27771461,7.728832424,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
38,60,20,29.84823072,60.63872613,7.491217102,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
11,74,17,21.36383757,69.92375891,6.633864582,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
37,71,16,26.28663931,68.51966729,7.324863481,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
29,71,18,22.17499963,62.13873825,6.410441476,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
2,72,18,26.57597546,60.97876599,7.836719564,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
6,59,21,26.58972517,66.14007674,6.139215944,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
13,64,20,19.1345771,62.57526895,6.590571088,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
8,58,17,28.75273118,69.15640149,7.286049978,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
6,77,20,25.78746268,60.2816298,6.058306161,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
2,75,22,23.89271875,61.78779413,6.658605362,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
3,69,23,28.67408774,63.18832976,7.299360767,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
27,80,24,28.42062847,61.77336343,7.815210661,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
39,78,15,21.35499456,62.60136323,5.925391795,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
40,79,17,21.12695586,63.18738532,6.403683619,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
37,62,22,24.02037872,61.62313345,7.397546271,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
31,60,24,25.40474421,65.8567539,7.722335992,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
22,67,22,29.03017561,64.49166566,7.475926645,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
3,78,18,20.21368219,68.65257685,6.887130053,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
4,80,16,29.19585548,68.01965728,7.441976825,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
13,61,24,18.29783597,69.6897615,7.629910253,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
12,66,20,27.41434987,63.41785982,7.336117221,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
4,61,21,24.84063998,60.09116626,6.75020529,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
9,60,21,29.94413861,67.31323084,7.52178027,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
18,66,22,25.87990287,67.55109024,6.347379185,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
32,56,18,20.0467711,65.84395319,7.135251532,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
6,72,15,22.99451999,66.70897237,7.670178119,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
15,77,20,25.13163619,66.92642362,7.399749291,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
0,65,24,28.49584395,62.44616219,7.841496029,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
30,79,22,18.28766124,69.48515056,6.254216611,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
3,63,16,24.38041875,61.18458224,6.868881708,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
2,78,23,21.31852148,66.43934593,7.320514721,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
10,78,18,18.54141834,62.70637578,6.296976913,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
14,67,25,25.28710601,60.85993533,7.241151936,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
39,65,23,25.43459777,69.12613376,7.685959305,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
19,72,15,28.83600962,69.76112921,6.890760124,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
18,57,21,27.37659643,63.93927841,6.155915975,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
31,58,15,28.31886863,60.19461399,6.167855382,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
28,58,25,27.4818649,62.04814951,6.861640036,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
5,65,19,18.28072173,68.10365387,6.978361689,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
16,65,19,27.61204997,69.29786244,7.043160241,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
34,65,19,23.43974653,63.22011726,5.94239222,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
14,69,19,20.95628486,63.68128841,7.239455147,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
22,55,16,23.7937153,68.03209183,6.516317561,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
24,61,17,22.6371424,65.44544859,6.233269045,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
2,79,15,21.53577883,65.47227704,7.505283615,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
26,63,17,29.87854588,65.73085206,6.950300686,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
27,61,15,25.2653291,67.10004577,6.958054839,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
24,70,16,25.17885316,68.93307305,6.54803469,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
13,74,25,24.12192608,61.09533545,6.461618577,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
6,64,23,23.33565221,67.40460704,7.065264073,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
12,58,23,21.74600081,63.39503184,6.765091462,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
32,79,22,27.60195453,63.46170674,5.91645379,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
6,68,18,24.388717,62.50453062,6.711341147,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
10,79,20,24.98287462,66.895409,6.379881442,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
38,77,22,28.234829,69.3159965,6.313284268,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
17,74,17,26.03026959,69.55863145,7.393210848,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
26,68,24,28.04849594,64.07691942,7.504930973,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
23,75,17,24.87425505,64.00213929,7.198076286,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,78,22,23.97081395,62.35557553,7.007037515,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
19,79,19,20.06003985,67.76252583,6.677262562,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
22,60,18,19.59221047,61.28633405,6.74398035,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
28,69,16,29.77013109,66.29327012,6.547361618,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
1,67,21,27.52135365,60.53657684,6.551577598,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
12,67,23,25.62896213,63.14909763,6.585020303,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
36,67,20,20.39078312,60.47528931,6.924042372,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
28,70,21,25.39038396,60.4989659,7.437373666,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
12,71,19,24.91079638,60.71367427,7.142611056,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
22,68,16,27.70496805,63.20915034,7.74672376,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
26,66,22,18.06486101,65.1034354,6.300479414,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
16,65,16,18.13027797,62.45851612,6.078724107,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
14,59,22,23.82723528,67.89815262,6.76660668,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
33,59,19,23.19305333,62.74710773,7.641024177,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
